org_text,clean_text,start_time,signer_id,signer,start,end,file,label,height,fps,end_time,url,text,box,width,review,split,url_norm,video_id,video_key,local_video_path,has_video,download_status,attempts_used,error_message,fps_out,frame_count_out,video_width_out,video_height_out,duration_sec_out,row_index
HARD-OF-HEARING,hard of hearing,444.8,63,24,13344,13406,Aug to Oct Voc Captions,268,720.0,30.0,446.867,https://www.youtube.com/watch?v=9g-hioQapYE,hard of hearing,"[0.04896143078804016, 0.06273874640464783, 0.9997801184654236, 0.7622597217559814]",1280.0,,val,https://www.youtube.com/watch?v=9g-hioQapYE,9g-hioQapYE,9g-hioQapYE,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_s7uyhswc\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=9g-hioQapYE']' returned non-zero exit status 1.",,,,,,17821
CAN,can,447.333,63,24,13420,13461,Aug to Oct Voc Captions,142,720.0,30.0,448.7,https://www.youtube.com/watch?v=9g-hioQapYE,can,"[0.04115325212478638, 0.025652170181274414, 0.9976012706756592, 0.7709354758262634]",1280.0,,val,https://www.youtube.com/watch?v=9g-hioQapYE,9g-hioQapYE,9g-hioQapYE,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_s7uyhswc\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=9g-hioQapYE']' returned non-zero exit status 1.",,,,,,17822
START,start,449.4,63,24,13482,13553,Aug to Oct Voc Captions,173,720.0,30.0,451.767,https://www.youtube.com/watch?v=9g-hioQapYE,start,"[0.041431695222854614, 0.004887104034423828, 1.0, 0.763553261756897]",1280.0,,val,https://www.youtube.com/watch?v=9g-hioQapYE,9g-hioQapYE,9g-hioQapYE,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_s7uyhswc\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=9g-hioQapYE']' returned non-zero exit status 1.",,,,,,17823
BOOK,book,452.667,63,24,13580,13616,Aug to Oct Voc Captions,38,720.0,30.0,453.867,https://www.youtube.com/watch?v=9g-hioQapYE,book,"[0.04107499122619629, 0.08256223797798157, 0.997211217880249, 0.743173360824585]",1280.0,,val,https://www.youtube.com/watch?v=9g-hioQapYE,9g-hioQapYE,9g-hioQapYE,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_s7uyhswc\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=9g-hioQapYE']' returned non-zero exit status 1.",,,,,,17824
MONEY,money,454.433,63,24,13633,13690,Aug to Oct Voc Captions,209,720.0,30.0,456.333,https://www.youtube.com/watch?v=9g-hioQapYE,money,"[0.04378551244735718, 0.06361252069473267, 0.9976227283477783, 0.7494122982025146]",1280.0,,val,https://www.youtube.com/watch?v=9g-hioQapYE,9g-hioQapYE,9g-hioQapYE,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_s7uyhswc\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=9g-hioQapYE']' returned non-zero exit status 1.",,,,,,17825
NOW,now,459.067,63,24,13772,13821,Aug to Oct Voc Captions,73,720.0,30.0,460.7,https://www.youtube.com/watch?v=9g-hioQapYE,now,"[0.007254749536514282, 0.00029411911964416504, 1.0, 0.7950999736785889]",1280.0,,val,https://www.youtube.com/watch?v=9g-hioQapYE,9g-hioQapYE,9g-hioQapYE,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_s7uyhswc\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=9g-hioQapYE']' returned non-zero exit status 1.",,,,,,17826
LEARN,learn,461.3,63,24,13839,13896,Aug to Oct Voc Captions,22,720.0,30.0,463.2,https://www.youtube.com/watch?v=9g-hioQapYE,learn,"[0.017976462841033936, 0.0, 1.0, 0.7590960264205933]",1280.0,,val,https://www.youtube.com/watch?v=9g-hioQapYE,9g-hioQapYE,9g-hioQapYE,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_s7uyhswc\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=9g-hioQapYE']' returned non-zero exit status 1.",,,,,,17827
BORED,bored,463.867,63,24,13916,13969,Aug to Oct Voc Captions,46,720.0,30.0,465.633,https://www.youtube.com/watch?v=9g-hioQapYE,bored,"[0.037093937397003174, 0.04678252339363098, 0.9992523193359375, 0.7563299536705017]",1280.0,,val,https://www.youtube.com/watch?v=9g-hioQapYE,9g-hioQapYE,9g-hioQapYE,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_s7uyhswc\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=9g-hioQapYE']' returned non-zero exit status 1.",,,,,,17828
ALWAYS,always,466.333,63,24,13990,14045,Aug to Oct Voc Captions,474,720.0,30.0,468.167,https://www.youtube.com/watch?v=9g-hioQapYE,always,"[0.02448403835296631, 0.06049156188964844, 0.9999288320541382, 0.760820746421814]",1280.0,,val,https://www.youtube.com/watch?v=9g-hioQapYE,9g-hioQapYE,9g-hioQapYE,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_s7uyhswc\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=9g-hioQapYE']' returned non-zero exit status 1.",,,,,,17829
MORE,more,468.8,63,24,14064,14102,Aug to Oct Voc Captions,164,720.0,30.0,470.067,https://www.youtube.com/watch?v=9g-hioQapYE,more,"[0.03810077905654907, 0.07321149110794067, 0.9986408352851868, 0.754563570022583]",1280.0,,val,https://www.youtube.com/watch?v=9g-hioQapYE,9g-hioQapYE,9g-hioQapYE,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_s7uyhswc\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=9g-hioQapYE']' returned non-zero exit status 1.",,,,,,17830
GIRL,girl,470.833,63,24,14125,14172,Aug to Oct Voc Captions,39,720.0,30.0,472.4,https://www.youtube.com/watch?v=9g-hioQapYE,girl,"[0.02716761827468872, 0.03601077198982239, 1.0, 0.7896227836608887]",1280.0,,val,https://www.youtube.com/watch?v=9g-hioQapYE,9g-hioQapYE,9g-hioQapYE,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_s7uyhswc\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=9g-hioQapYE']' returned non-zero exit status 1.",,,,,,17831
BOY,boy,472.967,63,24,14189,14244,Aug to Oct Voc Captions,42,720.0,30.0,474.8,https://www.youtube.com/watch?v=9g-hioQapYE,boy,"[0.0061283111572265625, 0.0, 0.9994168281555176, 0.77386474609375]",1280.0,,val,https://www.youtube.com/watch?v=9g-hioQapYE,9g-hioQapYE,9g-hioQapYE,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_s7uyhswc\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=9g-hioQapYE']' returned non-zero exit status 1.",,,,,,17832
WORK,work,475.4,63,24,14262,14314,Aug to Oct Voc Captions,90,720.0,30.0,477.133,https://www.youtube.com/watch?v=9g-hioQapYE,work,"[0.0375712513923645, 0.02371993660926819, 1.0, 0.7534387111663818]",1280.0,,val,https://www.youtube.com/watch?v=9g-hioQapYE,9g-hioQapYE,9g-hioQapYE,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_s7uyhswc\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=9g-hioQapYE']' returned non-zero exit status 1.",,,,,,17833
CAN'T,can't,477.767,63,24,14333,14380,Aug to Oct Voc Captions,224,720.0,30.0,479.333,https://www.youtube.com/watch?v=9g-hioQapYE,can't,"[0.025727152824401855, 0.042251259088516235, 0.9988387823104858, 0.7653265595436096]",1280.0,,val,https://www.youtube.com/watch?v=9g-hioQapYE,9g-hioQapYE,9g-hioQapYE,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_s7uyhswc\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=9g-hioQapYE']' returned non-zero exit status 1.",,,,,,17834
COFFEE,coffee,479.967,63,24,14399,14455,Aug to Oct Voc Captions,119,720.0,30.0,481.833,https://www.youtube.com/watch?v=9g-hioQapYE,coffee,"[0.03553667664527893, 0.030603468418121338, 0.9982702732086182, 0.7565042972564697]",1280.0,,val,https://www.youtube.com/watch?v=9g-hioQapYE,9g-hioQapYE,9g-hioQapYE,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_s7uyhswc\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=9g-hioQapYE']' returned non-zero exit status 1.",,,,,,17835
PICK-UP,pick up,482.367,63,24,14471,14515,Aug to Oct Voc Captions,366,720.0,30.0,483.833,https://www.youtube.com/watch?v=9g-hioQapYE,find,"[0.044636815786361694, 0.02624613046646118, 0.998260498046875, 0.7861499190330505]",1280.0,,val,https://www.youtube.com/watch?v=9g-hioQapYE,9g-hioQapYE,9g-hioQapYE,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_s7uyhswc\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=9g-hioQapYE']' returned non-zero exit status 1.",,,,,,17836
BAD,bad,484.367,63,24,14531,14574,Aug to Oct Voc Captions,81,720.0,30.0,485.8,https://www.youtube.com/watch?v=9g-hioQapYE,bad,"[0.039030760526657104, 0.06982070207595825, 1.0, 0.7860865592956543]",1280.0,,val,https://www.youtube.com/watch?v=9g-hioQapYE,9g-hioQapYE,9g-hioQapYE,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_s7uyhswc\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=9g-hioQapYE']' returned non-zero exit status 1.",,,,,,17837
NEW,new,486.667,63,24,14600,14643,Aug to Oct Voc Captions,271,720.0,30.0,488.1,https://www.youtube.com/watch?v=9g-hioQapYE,new,"[0.041541218757629395, 0.0, 0.9980565309524536, 0.7555747032165527]",1280.0,,val,https://www.youtube.com/watch?v=9g-hioQapYE,9g-hioQapYE,9g-hioQapYE,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_s7uyhswc\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=9g-hioQapYE']' returned non-zero exit status 1.",,,,,,17838
OUTSIDE,outside,498.433,63,24,14953,15002,Aug to Oct Voc Captions,159,720.0,30.0,500.067,https://www.youtube.com/watch?v=9g-hioQapYE,outside,"[0.055441975593566895, 0.024513065814971924, 0.9981862306594849, 0.77129065990448]",1280.0,,val,https://www.youtube.com/watch?v=9g-hioQapYE,9g-hioQapYE,9g-hioQapYE,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_s7uyhswc\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=9g-hioQapYE']' returned non-zero exit status 1.",,,,,,17839
RAIN,rain,500.667,63,24,15020,15084,Aug to Oct Voc Captions,480,720.0,30.0,502.8,https://www.youtube.com/watch?v=9g-hioQapYE,rain,"[0.0018989145755767822, 0.0014147758483886719, 1.0, 0.9150164127349854]",1280.0,,val,https://www.youtube.com/watch?v=9g-hioQapYE,9g-hioQapYE,9g-hioQapYE,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_s7uyhswc\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=9g-hioQapYE']' returned non-zero exit status 1.",,,,,,17840
COLD,cold,503.433,63,24,15103,15145,Aug to Oct Voc Captions,177,720.0,30.0,504.833,https://www.youtube.com/watch?v=9g-hioQapYE,cold,"[0.055993616580963135, 0.11739003658294678, 0.999194860458374, 0.7499969005584717]",1280.0,,val,https://www.youtube.com/watch?v=9g-hioQapYE,9g-hioQapYE,9g-hioQapYE,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_s7uyhswc\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=9g-hioQapYE']' returned non-zero exit status 1.",,,,,,17841
HOT,hot,505.4,63,24,15162,15206,Aug to Oct Voc Captions,135,720.0,30.0,506.867,https://www.youtube.com/watch?v=9g-hioQapYE,hot,"[0.061101317405700684, 0.07766696810722351, 0.9986733794212341, 0.7536344528198242]",1280.0,,val,https://www.youtube.com/watch?v=9g-hioQapYE,9g-hioQapYE,9g-hioQapYE,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_s7uyhswc\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=9g-hioQapYE']' returned non-zero exit status 1.",,,,,,17842
WHAT,what,513.1,63,24,15393,15424,Aug to Oct Voc Captions,15,720.0,30.0,514.133,https://www.youtube.com/watch?v=9g-hioQapYE,what,"[0.03640776872634888, 0.0, 0.9990131258964539, 0.8105539083480835]",1280.0,,val,https://www.youtube.com/watch?v=9g-hioQapYE,9g-hioQapYE,9g-hioQapYE,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_s7uyhswc\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=9g-hioQapYE']' returned non-zero exit status 1.",,,,,,17843
WHERE,where,514.9,63,24,15447,15480,Aug to Oct Voc Captions,30,720.0,30.0,516.0,https://www.youtube.com/watch?v=9g-hioQapYE,where,"[0.008950144052505493, 0.026775062084197998, 0.9970250129699707, 0.7767797708511353]",1280.0,,val,https://www.youtube.com/watch?v=9g-hioQapYE,9g-hioQapYE,9g-hioQapYE,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_s7uyhswc\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=9g-hioQapYE']' returned non-zero exit status 1.",,,,,,17844
WHEN,when,516.6,63,24,15498,15546,Aug to Oct Voc Captions,83,720.0,30.0,518.2,https://www.youtube.com/watch?v=9g-hioQapYE,when,"[0.013691127300262451, 0.004559576511383057, 0.999771237373352, 0.7627763748168945]",1280.0,,val,https://www.youtube.com/watch?v=9g-hioQapYE,9g-hioQapYE,9g-hioQapYE,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_s7uyhswc\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=9g-hioQapYE']' returned non-zero exit status 1.",,,,,,17845
WHICH,which,518.833,63,24,15565,15612,Aug to Oct Voc Captions,172,720.0,30.0,520.4,https://www.youtube.com/watch?v=9g-hioQapYE,which,"[0.009684503078460693, 0.0, 0.9990866184234619, 0.8475246429443359]",1280.0,,val,https://www.youtube.com/watch?v=9g-hioQapYE,9g-hioQapYE,9g-hioQapYE,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_s7uyhswc\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=9g-hioQapYE']' returned non-zero exit status 1.",,,,,,17846
WHO,who,521.067,63,24,15632,15680,Aug to Oct Voc Captions,69,720.0,30.0,522.667,https://www.youtube.com/watch?v=9g-hioQapYE,who,"[0.01750844717025757, 0.10991108417510986, 1.0, 0.7861170768737793]",1280.0,,val,https://www.youtube.com/watch?v=9g-hioQapYE,9g-hioQapYE,9g-hioQapYE,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_s7uyhswc\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=9g-hioQapYE']' returned non-zero exit status 1.",,,,,,17847
ABOUT,about,523.6,63,24,15708,15760,Aug to Oct Voc Captions,909,720.0,30.0,525.333,https://www.youtube.com/watch?v=9g-hioQapYE,about,"[0.04916909337043762, 0.0, 0.9985007047653198, 0.7947107553482056]",1280.0,,val,https://www.youtube.com/watch?v=9g-hioQapYE,9g-hioQapYE,9g-hioQapYE,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_s7uyhswc\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=9g-hioQapYE']' returned non-zero exit status 1.",,,,,,17848
WHY,why,526.0,63,24,15780,15839,Aug to Oct Voc Captions,143,720.0,30.0,527.967,https://www.youtube.com/watch?v=9g-hioQapYE,why,"[0.009617835283279419, 0.06685149669647217, 1.0, 0.7718433141708374]",1280.0,,val,https://www.youtube.com/watch?v=9g-hioQapYE,9g-hioQapYE,9g-hioQapYE,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_s7uyhswc\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=9g-hioQapYE']' returned non-zero exit status 1.",,,,,,17849
NAME,name,529.067,63,24,15872,15925,Aug to Oct Voc Captions,67,720.0,30.0,530.833,https://www.youtube.com/watch?v=9g-hioQapYE,name,"[0.045002251863479614, 0.0, 0.9980720281600952, 0.7878089547157288]",1280.0,,val,https://www.youtube.com/watch?v=9g-hioQapYE,9g-hioQapYE,9g-hioQapYE,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_s7uyhswc\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=9g-hioQapYE']' returned non-zero exit status 1.",,,,,,17850
REMEMBER,remember,536.733,63,24,16102,16173,Aug to Oct Voc Captions,161,720.0,30.0,539.1,https://www.youtube.com/watch?v=9g-hioQapYE,remember,"[0.025140881538391113, 0.0, 1.0, 0.7487437725067139]",1280.0,,val,https://www.youtube.com/watch?v=9g-hioQapYE,9g-hioQapYE,9g-hioQapYE,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_s7uyhswc\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=9g-hioQapYE']' returned non-zero exit status 1.",,,,,,17851
TIME,time,539.767,63,24,16193,16232,Aug to Oct Voc Captions,116,720.0,30.0,541.067,https://www.youtube.com/watch?v=9g-hioQapYE,time,"[0.026845812797546387, 0.023685097694396973, 0.9974567294120789, 0.7542270421981812]",1280.0,,val,https://www.youtube.com/watch?v=9g-hioQapYE,9g-hioQapYE,9g-hioQapYE,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_s7uyhswc\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=9g-hioQapYE']' returned non-zero exit status 1.",,,,,,17852
BELL,alarm,542.0,63,24,16260,16316,Aug to Oct Voc Captions,398,720.0,30.0,543.867,https://www.youtube.com/watch?v=9g-hioQapYE,alarm,"[0.036090970039367676, 0.09076786041259766, 0.9999951124191284, 0.7646054029464722]",1280.0,,val,https://www.youtube.com/watch?v=9g-hioQapYE,9g-hioQapYE,9g-hioQapYE,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_s7uyhswc\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=9g-hioQapYE']' returned non-zero exit status 1.",,,,,,17853
PHONE,phone,544.6,63,24,16338,16395,Aug to Oct Voc Captions,120,720.0,30.0,546.5,https://www.youtube.com/watch?v=9g-hioQapYE,phone,"[0.02537134289741516, 0.033072829246520996, 0.9979004859924316, 0.7684555649757385]",1280.0,,val,https://www.youtube.com/watch?v=9g-hioQapYE,9g-hioQapYE,9g-hioQapYE,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_s7uyhswc\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=9g-hioQapYE']' returned non-zero exit status 1.",,,,,,17854
YESTERDAY,yesterday,547.167,63,24,16415,16462,Aug to Oct Voc Captions,151,720.0,30.0,548.733,https://www.youtube.com/watch?v=9g-hioQapYE,yesterday,"[0.02490818500518799, 0.04509240388870239, 0.9975869059562683, 0.7631255388259888]",1280.0,,val,https://www.youtube.com/watch?v=9g-hioQapYE,9g-hioQapYE,9g-hioQapYE,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_s7uyhswc\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=9g-hioQapYE']' returned non-zero exit status 1.",,,,,,17855
TOMORROW,tomorrow,549.333,63,24,16480,16522,Aug to Oct Voc Captions,130,720.0,30.0,550.733,https://www.youtube.com/watch?v=9g-hioQapYE,tomorrow,"[0.012836813926696777, 0.015588253736495972, 0.9983408451080322, 0.7564183473587036]",1280.0,,val,https://www.youtube.com/watch?v=9g-hioQapYE,9g-hioQapYE,9g-hioQapYE,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_s7uyhswc\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=9g-hioQapYE']' returned non-zero exit status 1.",,,,,,17856
TO DAY,day,551.433,63,24,16543,16602,Aug to Oct Voc Captions,72,720.0,30.0,553.4,https://www.youtube.com/watch?v=9g-hioQapYE,day,"[0.009899377822875977, 0.008236110210418701, 1.0, 0.7760956883430481]",1280.0,,val,https://www.youtube.com/watch?v=9g-hioQapYE,9g-hioQapYE,9g-hioQapYE,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_s7uyhswc\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=9g-hioQapYE']' returned non-zero exit status 1.",,,,,,17857
FAVORITE,favorite,559.0,63,24,16770,16835,Aug to Oct Voc Captions,187,720.0,30.0,561.167,https://www.youtube.com/watch?v=9g-hioQapYE,favorite,"[0.022894740104675293, 0.08387872576713562, 0.9998202323913574, 0.7626262307167053]",1280.0,,val,https://www.youtube.com/watch?v=9g-hioQapYE,9g-hioQapYE,9g-hioQapYE,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_s7uyhswc\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=9g-hioQapYE']' returned non-zero exit status 1.",,,,,,17858
TEACHER,teacher,561.867,63,24,16856,16897,Aug to Oct Voc Captions,2,720.0,30.0,563.233,https://www.youtube.com/watch?v=9g-hioQapYE,teacher,"[0.016150623559951782, 0.0013315975666046143, 0.9972841739654541, 0.8366011381149292]",1280.0,,val,https://www.youtube.com/watch?v=9g-hioQapYE,9g-hioQapYE,9g-hioQapYE,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_s7uyhswc\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=9g-hioQapYE']' returned non-zero exit status 1.",,,,,,17859
LATE,late,564.133,63,24,16924,16960,Aug to Oct Voc Captions,155,720.0,30.0,565.333,https://www.youtube.com/watch?v=9g-hioQapYE,late,"[0.01632586121559143, 0.032232195138931274, 0.9968992471694946, 0.8013972640037537]",1280.0,,val,https://www.youtube.com/watch?v=9g-hioQapYE,9g-hioQapYE,9g-hioQapYE,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_s7uyhswc\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=9g-hioQapYE']' returned non-zero exit status 1.",,,,,,17860
